id,price_doc
30474,5380274.0
30475,8824015.0
30476,5233368.0
30477,5495192.5
30478,4398204.5
30479,10241065.0
30480,4693187.5
30481,4480676.0
30482,4763768.0
30483,3805011.0
30484,6074172.0
30485,4350547.0
30486,4015877.5
30487,4422878.0
30488,7136166.0
30489,5615853.5
30490,24969672.0
30491,16077322.0
30492,5939776.5
30493,14442189.0
30494,6572088.0
30495,10225431.0
30496,7866510.0
30497,8579904.0
30498,4371892.0
30499,6696459.5
30500,11969753.0
30501,6919143.0
30502,3394778.25
30503,5949596.0
30504,5971942.0
30505,11004613.0
30506,2953648.0
30507,5198900.0
30508,5629377.0
30509,8355230.0
30510,9110590.0
30511,6174470.5
30512,5814357.0
30513,4732731.5
30514,3395027.5
30515,9576925.0
30516,6218045.0
30517,10875825.0
30518,7349707.0
30519,4591751.0
30520,7409873.5
30521,6112554.0
30522,6847198.5
30523,6790681.0
30524,10026123.0
30525,10693006.0
30526,4213189.5
30527,4805001.5
30528,6780191.5
30529,6396677.5
30530,6024701.5
30531,14417804.0
30532,4281489.0
30533,9925413.0
30534,6620810.5
30535,9233996.0
30536,4723348.0
30537,11455719.0
30538,4908157.0
30539,10656845.0
30540,9500947.0
30541,5946170.0
30542,2224984.75
30543,5812017.5
30544,6873250.5
30545,8418753.0
30546,3501424.5
30547,10857295.0
30548,3778332.25
30549,5255750.0
30550,11987848.0
30551,5007353.5
30552,1906010.875
30553,7885220.0
30554,11698631.0
30555,6579971.5
30556,8826792.0
30557,9044968.0
30558,9359324.0
30559,6061563.0
30560,5683796.5
30561,7009100.5
30562,14048804.0
30563,4045510.5
30564,7817740.5
30565,6726946.5
30566,7020507.0
30567,2214480.75
30568,8884008.0
30569,9648688.0
30570,6783671.0
30571,7565365.0
30572,5346719.5
30573,6590710.5
30574,6188330.0
30575,8102801.5
30576,4772034.5
30577,3894813.5
30578,3283583.0
30579,6962791.0
30580,4715224.5
30581,5302490.5
30582,12385995.0
30583,7427129.0
30584,4254694.0
30585,3262513.25
30586,8891959.0
30587,5615553.5
30588,7675852.0
30589,8006194.0
30590,12668504.0
30591,5486113.0
30592,7052549.5
30593,8505352.0
30594,7259101.0
30595,5277926.0
30596,7106887.5
30597,6554643.5
30598,9346765.0
30599,10582629.0
30600,4361772.0
30601,6441765.0
30602,1914368.875
30603,12378815.0
30604,4531340.5
30605,6724130.5
30606,16387822.0
30607,6213913.0
30608,9816591.0
30609,5874317.5
30610,3009560.75
30611,5659219.0
30612,7287929.5
30613,7828170.5
30614,18528264.0
30615,7139869.5
30616,5785798.5
30617,9330502.0
30618,5024996.0
30619,4836562.5
30620,2727104.5
30621,8353780.0
30622,7527380.5
30623,5602288.0
30624,7018706.0
30625,8298277.0
30626,6094783.0
30627,7675889.0
30628,6461959.0
30629,4977131.0
30630,4978109.0
30631,6294870.5
30632,4202331.0
30633,5955960.0
30634,11270072.0
30635,9565023.0
30636,5561363.0
30637,9563801.0
30638,6082821.0
30639,8004324.0
30640,4870370.0
30641,7936839.5
30642,6615490.0
30643,7130390.5
30644,9394701.0
30645,7595873.5
30646,5414188.5
30647,5014302.0
30648,21367228.0
30649,2676380.75
30650,4954938.0
30651,3258328.0
30652,4598210.5
30653,7587316.0
30654,4900477.0
30655,12751947.0
30656,3851464.5
30657,6151830.0
30658,10050017.0
30659,4793047.0
30660,8217508.5
30661,6685650.0
30662,8544629.0
30663,17286852.0
30664,12514656.0
30665,5946221.0
30666,2854562.5
30667,5092143.5
30668,8656455.0
30669,5593868.5
30670,2195467.0
30671,6952181.5
30672,15384836.0
30673,8465893.0
30674,10369791.0
30675,2172483.5
30676,6589812.0
30677,4300001.0
30678,29330024.0
30679,6114239.0
30680,5051866.0
30681,2545499.5
30682,9268015.0
30683,9608029.0
30684,4859926.0
30685,6562136.5
30686,9439785.0
30687,5007692.5
30688,4648727.0
30689,14158207.0
30690,22648628.0
30691,4570806.0
30692,6842492.0
30693,11049539.0
30694,5491955.0
30695,7463127.5
30696,7289771.5
30697,12143509.0
30698,7483618.0
30699,5729522.5
30700,5314428.0
30701,9368325.0
30702,6266341.5
30703,3867932.75
30704,11755422.0
30705,8636170.0
30706,21585228.0
30707,3462827.25
30708,14592098.0
30709,5606612.0
30710,7467498.5
30711,4798851.0
30712,3950876.75
30713,5985752.0
30714,7337276.0
30715,4462441.5
30716,9556963.0
30717,6283354.5
30718,8920821.0
30719,14410161.0
30720,6247319.0
30721,4656856.0
30722,8137479.0
30723,6701608.5
30724,11664274.0
30725,6524813.0
30726,10648027.0
30727,9760469.0
30728,11709614.0
