id,price_doc
30474,5519926.742099434
30475,8824015.0
30476,5536876.223655103
30477,6001346.5040607015
30478,5216496.846505049
30479,10241065.0
30480,4693187.5
30481,4480676.0
30482,4617096.15871738
30483,4766446.7780304765
30484,6074172.0
30485,5074990.2874766
30486,3893473.791573921
30487,4147974.7677503037
30488,7136166.0
30489,5615853.5
30490,24969672.0
30491,15840738.526069902
30492,5987303.159188813
30493,14273774.773838688
30494,7121298.506806048
30495,10359394.940214157
30496,7866510.0
30497,8579904.0
30498,4604770.258464378
30499,7185015.668899549
30500,11418626.050908456
30501,6617212.0878101215
30502,3363240.803031887
30503,6395041.291816244
30504,6058256.095383275
30505,11138865.42836405
30506,2953648.0
30507,5198900.0
30508,5629377.0
30509,8036538.195937399
30510,9102865.496210776
30511,6424040.919355678
30512,6275249.885657707
30513,4732731.5
30514,3879875.157559818
30515,9576925.0
30516,6218045.0
30517,10304143.276216663
30518,7328266.047583227
30519,4771840.839336453
30520,7409873.5
30521,6077281.55843822
30522,6847198.5
30523,6434523.563986486
30524,9739561.103909466
30525,9966111.876617992
30526,5072423.454957041
30527,5031653.172012263
30528,6240755.95634287
30529,6293599.4794026725
30530,6372664.631553235
30531,13746988.273133615
30532,4875961.272738484
30533,9816440.929902324
30534,6942587.56798887
30535,9344163.774171676
30536,5449709.1738307215
30537,11529582.121375825
30538,5012000.093490729
30539,10656845.0
30540,9519408.241009958
30541,6453618.878951377
30542,2224984.75
30543,5835407.665582914
30544,7109099.140202664
30545,8234822.060911062
30546,4302185.002049667
30547,10857295.0
30548,4635732.9757940965
30549,5507563.138782528
30550,11844649.357107455
30551,5269134.748867321
30552,2065911.3729758256
30553,7030376.181682706
30554,11366401.913895044
30555,6579971.5
30556,8648177.129140632
30557,8477224.04952817
30558,9188207.526826045
30559,6217866.725426773
30560,5934608.989788707
30561,6879534.34282682
30562,14048804.0
30563,4353479.048056133
30564,7106616.231340418
30565,6936602.385838272
30566,7020507.0
30567,2214480.75
30568,9503650.510023275
30569,9036809.137538752
30570,6404478.780527414
30571,7196773.768922747
30572,5346719.5
30573,6487547.178641045
30574,6430547.717727852
30575,7631954.771683843
30576,4512557.593488976
30577,4315424.768603636
30578,3283583.0
30579,6831408.258466754
30580,4663564.060041097
30581,5265939.558663018
30582,11242945.962873742
30583,7427129.0
30584,4391952.874594431
30585,3262513.25
30586,8850726.845966011
30587,5615553.5
30588,7811266.706701217
30589,7937241.958623044
30590,12910328.23307206
30591,5421802.0971582765
30592,7088167.794667983
30593,8395965.525868047
30594,7259101.0
30595,5547736.712275378
30596,7106887.5
30597,6472239.462800718
30598,9398486.042125886
30599,10949190.216096226
30600,4361772.0
30601,6150020.977964485
30602,2130655.072617469
30603,12336250.743546512
30604,4748808.305248007
30605,6566469.0852537025
30606,17522746.431836627
30607,6505789.952307759
30608,9816591.0
30609,5874317.5
30610,3221436.162744706
30611,5659219.0
30612,7332787.336885528
30613,8332536.608250051
30614,17619531.416663967
30615,7457174.240410241
30616,5785798.5
30617,9089079.804219466
30618,4945248.10821753
30619,4836562.5
30620,2732507.3047668985
30621,8539552.230826445
30622,7983364.189658662
30623,5898487.660735996
30624,6948044.458686672
30625,8298277.0
30626,6307593.622347598
30627,7767301.830430696
30628,6373871.293389665
30629,5048502.963177474
30630,4978109.0
30631,6294870.5
30632,4143276.334039566
30633,5875079.08439404
30634,11080704.47098658
30635,9412925.381747466
30636,5381282.645074177
30637,9563801.0
30638,6285631.137855955
30639,7457472.319454793
30640,4870370.0
30641,8005835.488300513
30642,6119139.616135643
30643,7825301.1825975925
30644,9362655.36264086
30645,7117587.968314823
30646,5466799.173336054
30647,4997085.919210536
30648,22258948.63080452
30649,2647247.8349272246
30650,5108213.702700382
30651,3258328.0
30652,4721123.653840155
30653,7587316.0
30654,4900477.0
30655,11704746.117151022
30656,3851464.5
30657,6037646.437455596
30658,10050017.0
30659,4793047.0
30660,8178698.8050341625
30661,6314954.693960769
30662,9002199.630736463
30663,14162544.563127385
30664,11900533.371360835
30665,5946221.0
30666,2854562.5
30667,5092143.5
30668,9387641.962128567
30669,5593868.5
30670,2648334.779807439
30671,7586457.958273571
30672,13863091.106652655
30673,10076514.23194468
30674,10724573.313845003
30675,2172483.5
30676,6744630.4045469165
30677,4622159.841671597
30678,29330024.0
30679,5860282.922933856
30680,5162072.3375685895
30681,2545499.5
30682,7413164.904116862
30683,9645563.680488594
30684,4760641.688668679
30685,7435906.270025665
30686,9439785.0
30687,5147380.357348995
30688,4851375.1958753215
30689,13409754.829534447
30690,22930040.564457364
30691,4769881.54637604
30692,6539018.430273567
30693,10524105.21089402
30694,5511316.823603807
30695,7165304.026463385
30696,6889742.343525947
30697,12067746.636825798
30698,7792876.371239051
30699,5555310.272474652
30700,5314428.0
30701,9334026.909695562
30702,6394910.393380882
30703,3970874.9091847744
30704,11328991.074781245
30705,8037030.869822472
30706,22097162.42653502
30707,3462827.25
30708,13695069.760644168
30709,5606612.0
30710,7503239.472374133
30711,4728494.801957471
30712,4100568.239550004
30713,5847133.386536334
30714,7364366.55739133
30715,4462441.5
30716,9612357.087345734
30717,6464941.69345376
30718,9907008.71183684
30719,14240327.792089716
30720,6902526.186320852
30721,3970319.064693322
30722,8137479.0
30723,6701608.5
30724,11664274.0
30725,6397056.64287284
30726,11251699.937220596
30727,9760469.0
30728,12101425.654837225
30729,3580170.8782572886
30730,5810309.200882442
30731,6465941.0
30732,4855460.856306935
30733,10168818.463541647
30734,6527539.0
30735,5582966.846198531
30736,5153893.0
30737,6671034.050614097
30738,6132219.011954425
30739,4236209.674257507
30740,7170570.926053937
30741,9956983.0
30742,4419079.6777996635
30743,5117003.376821464
30744,10034645.569630468
30745,6823381.873883218
30746,5672927.938459277
30747,15190743.91028203
30748,17521567.009237275
30749,5381975.171579943
30750,6524565.9100853
30751,3607491.7200121633
30752,7660641.157824023
30753,9709258.596219594
30754,5855847.033095881
30755,4306690.5
30756,6738202.0
30757,5440042.777769033
30758,9168034.805438926
30759,5974557.049462543
30760,4366140.79628978
30761,9321495.333061753
30762,6831355.5
30763,11815743.518903207
30764,6026119.401712477
30765,5697604.864769656
30766,4091648.25
30767,9146370.300545463
30768,4678617.099307247
30769,6906891.074383303
30770,6018407.5
30771,3217603.8386147167
30772,7871450.751093198
30773,7813611.5
30774,5435704.884645609
30775,11627713.01999802
30776,5830516.482276221
30777,6150110.459904188
30778,9050199.430988615
30779,6273406.5070925085
30780,7552997.81391317
30781,6523475.5
30782,5400190.634978154
30783,5273765.0
30784,3975193.75
30785,5300680.368374025
30786,4668079.0
30787,6318861.656141072
30788,5416998.772861944
30789,7396588.06592913
30790,6385415.823842414
30791,10235851.0
30792,6958642.0
30793,10951797.113565447
30794,13710084.7320725
30795,10247121.26428912
30796,9961678.451496776
30797,14639683.572224194
30798,2943963.130387354
30799,9955491.435527053
30800,12666882.816949375
30801,6609575.0
30802,18294449.081555564
30803,3241918.701212021
30804,3725850.3634423744
30805,15263288.299010046
30806,6679175.0
30807,6000228.435091804
30808,10428476.984509073
30809,5065463.396802483
30810,10799578.782171287
30811,4367994.432105353
30812,5480175.24544673
30813,5020596.583320178
30814,3037356.5
30815,4054290.364662741
30816,8199529.95555398
30817,2066604.75
30818,7575019.615615666
30819,7953862.696132736
30820,5294522.318319652
30821,22379318.798854344
30822,8218716.632181721
30823,8204345.0
30824,3730869.3453274793
30825,4946953.8173697665
30826,10412944.497707883
30827,5235919.259394882
30828,5639341.551730722
30829,5363282.366625723
30830,9041179.751807643
30831,6673394.0
30832,5827120.651566608
30833,5329961.936168567
30834,4210558.5
30835,7467279.798914407
30836,6872523.62088481
30837,5537357.55279951
30838,4227228.310231299
30839,5994361.1912839
30840,10990136.62335601
30841,10337190.917813728
30842,7388748.952011114
30843,5298217.005660607
30844,6572350.064709238
30845,9293916.602049166
30846,4464928.899380111
30847,5724640.445910256
30848,8728542.0
30849,4537654.303276478
30850,3936093.25
30851,5520789.5
30852,7174874.276887068
30853,3734324.523491368
30854,5688226.0778603675
30855,7346696.437553039
30856,8214667.375616284
30857,2448884.25
30858,4751771.0
30859,5510947.5
30860,5791647.04568402
30861,9421402.0
30862,6195152.384904987
30863,5108256.08793682
30864,5900208.432756584
30865,10308500.0
30866,7013774.5
30867,5714316.661750242
30868,8798602.580335245
30869,5679726.9616971165
30870,4241900.686101519
30871,8717938.270947186
30872,5385443.0
30873,4162028.0
30874,5091057.152032618
30875,6800246.870454972
30876,5070880.128408457
30877,9442248.094113637
30878,6206646.0
30879,10364141.577441052
30880,6648702.0
30881,2049814.5
30882,10076890.0
30883,3413008.8943548263
30884,6170785.5
30885,4989966.135347592
30886,7240565.666932706
30887,5502193.622652464
30888,4455500.413973775
30889,5291154.22780666
30890,7770811.971554328
30891,4064602.75
30892,4095372.5
30893,4746078.5
30894,6002294.216591715
30895,4694718.5
30896,6254963.498605062
30897,7811282.149629098
30898,7099050.795392162
30899,6334194.0
