id,price_doc
30474,5321502.288955048
30475,8348254.768186775
30476,4616387.289527506
30477,5611779.108732411
30478,5158060.529871855
30479,9074258.60111946
30480,4423341.350420569
30481,4333521.090543117
30482,4296592.521564776
30483,4589170.260158376
30484,6398215.6510408055
30485,5252174.162937295
30486,3641443.426676178
30487,3818002.1049373876
30488,6231826.306785664
30489,6156016.40950889
30490,20132231.42269713
30491,15361821.74018828
30492,5290540.863505405
30493,13463634.624499695
30494,6526420.135190155
30495,9158957.442950163
30496,7760310.021951559
30497,8063192.250565406
30498,4390438.5502126925
30499,7153599.969466407
30500,11000748.605400294
30501,6239700.551504696
30502,3355961.6685995343
30503,5687366.517288197
30504,5463566.947986385
30505,11423556.526952034
30506,3320927.517292435
30507,4836071.409916038
30508,5489016.807046843
30509,7096256.37813868
30510,9397062.818533037
30511,5756233.288484149
30512,6109328.354376366
30513,4394449.88292687
30514,3962516.285178069
30515,9701734.815162983
30516,5749898.407448445
30517,10908885.548432935
30518,7702973.135094901
30519,4477795.642237956
30520,6256243.32690936
30521,5538001.418541527
30522,7550362.839292356
30523,5472554.567212838
30524,9283067.419952707
30525,8295700.830447494
30526,5064462.337168214
30527,4893982.10531939
30528,6568839.6573903095
30529,6014399.376839442
30530,6120193.29229095
30531,13677899.927751359
30532,4914324.878269953
30533,9407906.303546311
30534,6505930.602519955
30535,9507719.698045174
30536,5717282.868551299
30537,10193783.122023087
30538,4702859.781022256
30539,8940884.205375727
30540,9612924.5545291
30541,5531876.461911347
30542,2292895.046490653
30543,5072566.215799222
30544,6335006.624427397
30545,7154826.096233237
30546,4303113.625071842
30547,8886270.29375357
30548,4843340.097512329
30549,5331220.199518962
30550,10752941.204170156
30551,5204659.932474799
30552,2070454.2130858637
30553,6464187.171327673
30554,10666347.577913363
30555,6415954.307987541
30556,8542464.46878492
30557,6998677.675639862
30558,9760990.588197673
30559,5132148.421820058
30560,5350755.484437879
30561,6192285.037289961
30562,11899616.334384093
30563,4356197.183043793
30564,6636303.820552206
30565,6312038.530174698
30566,7720493.867862297
30567,2271419.1714481986
30568,8821620.218009004
30569,8701251.402136955
30570,5848369.853526177
30571,6914638.191464111
30572,5053539.672981666
30573,6489609.438662735
30574,5493577.127990106
30575,6410794.416709963
30576,4409556.038165211
30577,3815483.538037547
30578,3247654.2754492266
30579,6124819.2914274465
30580,4534992.768206015
30581,5417688.231008636
30582,11462772.739896463
30583,6954706.923888869
