id,price_doc_xgb
30474,5619100.0
30475,8844294.0
30476,5284690.0
30477,6106908.0
30478,5312507.5
30479,9085047.0
30480,4497308.0
30481,4377169.5
30482,4907679.5
30483,5060593.5
30484,6373027.5
30485,5096458.0
30486,3918310.75
30487,4239331.0
30488,6540257.0
30489,5926615.5
30490,21524136.0
30491,14900321.0
30492,6005587.5
30493,13844537.0
30494,7210459.0
30495,10215781.0
30496,8966589.0
30497,8140941.0
30498,4530860.5
30499,7230731.5
30500,11818461.0
30501,6553531.0
30502,3323718.0
30503,5850154.5
30504,5956011.0
30505,10785015.0
30506,3145155.75
30507,4994938.5
30508,5465949.5
30509,8347743.0
30510,9001546.0
30511,6423349.0
30512,5794949.0
30513,4508821.5
30514,3869452.75
30515,9601287.0
30516,5752161.0
30517,10438073.0
30518,7614230.0
30519,4535655.0
30520,6888547.0
30521,6189622.5
30522,7334065.0
30523,6597766.5
30524,9946961.0
30525,10260637.0
30526,5154783.0
30527,4870611.5
30528,6422387.0
30529,6300702.0
30530,6143124.0
30531,14513240.0
30532,4841745.5
30533,9662906.0
30534,6897467.5
30535,9279283.0
30536,5177238.5
30537,11390856.0
30538,4931170.0
30539,8377147.0
30540,9519086.0
30541,6326967.0
30542,2155953.5
30543,5786163.0
30544,6653326.0
30545,8693004.0
30546,4335648.5
30547,10044575.0
30548,4572240.0
30549,5699771.5
30550,11990524.0
30551,5324457.5
30552,2042683.875
30553,7074820.5
30554,11257762.0
30555,6322479.5
30556,9086433.0
30557,8614356.0
30558,9159061.0
30559,5889923.5
30560,5844483.0
30561,6923829.5
30562,12581862.0
30563,4318148.5
30564,7588090.0
30565,6617578.5
30566,7041501.0
30567,2118560.75
30568,9165562.0
30569,9243617.0
30570,6451940.0
30571,7720871.5
30572,5149535.5
30573,6740406.5
30574,6386882.0
30575,7948231.5
30576,4553285.5
30577,3999870.0
30578,3135907.0
30579,6738414.0
30580,4568104.0
30581,5408929.5
30582,11833009.0
30583,7363507.0
30584,4270291.5
30585,3278626.5
30586,8922829.0
30587,5942094.0
30588,7975247.0
30589,8038181.0
30590,13036983.0
30591,5542270.5
30592,6986204.0
30593,8699431.0
30594,6571981.5
30595,5510490.5
30596,6520017.0
30597,6727010.5
30598,9301113.0
30599,10932854.0
30600,4837351.5
30601,6181806.0
30602,2002559.75
30603,12633853.0
30604,4729081.5
30605,6853620.5
30606,15706479.0
30607,6109168.5
30608,9346194.0
30609,5982921.5
30610,3134947.25
30611,5491562.0
30612,7281288.0
30613,8890755.0
30614,17696660.0
30615,7258755.0
30616,5573995.0
30617,9045348.0
30618,4973088.5
30619,4268447.0
30620,2703047.5
30621,8396527.0
30622,7439364.5
30623,5712216.5
30624,6918700.5
30625,7491087.0
30626,5916851.0
30627,7669252.0
30628,6551562.5
30629,4991139.0
30630,4604187.0
30631,6251693.5
30632,4196728.0
30633,5930794.0
30634,11152824.0
30635,9423109.0
30636,5422456.5
30637,9140754.0
30638,5935841.0
30639,7584118.0
30640,4803672.5
30641,7679330.0
30642,6241096.0
30643,7578623.5
30644,9237026.0
30645,7003501.5
30646,5485223.5
30647,5082251.5
30648,23601616.0
30649,2667810.75
30650,5057245.5
30651,3147964.5
30652,4710914.0
30653,7893300.5
30654,4636710.5
30655,12562678.0
30656,3697342.25
30657,6054861.0
30658,10039595.0
30659,5161010.5
30660,8176335.5
30661,6515796.5
30662,9296945.0
30663,15005246.0
30664,12567927.0
30665,6015751.0
30666,2800503.75
30667,4489851.5
30668,10011905.0
30669,5168344.0
30670,2655249.0
30671,6943680.0
30672,15783087.0
30673,9422480.0
30674,10328929.0
30675,2118110.0
30676,6406623.0
30677,4435156.5
30678,16467251.0
30679,5825491.0
30680,4914175.5
30681,2379854.75
30682,7828290.0
30683,9654137.0
30684,4584640.5
30685,7167739.0
30686,9319137.0
30687,5223774.5
30688,4812536.0
30689,13986854.0
30690,23986916.0
30691,4693192.0
30692,6332931.5
30693,11026275.0
30694,5571130.5
30695,7658661.5
30696,6847531.5
30697,12770105.0
30698,7467157.0
30699,5604569.5
30700,5131837.0
30701,9224877.0
30702,6417850.5
30703,4047783.5
30704,12069893.0
30705,8285482.5
30706,24208084.0
30707,3645262.25
30708,13813571.0
30709,5973263.5
30710,7572980.5
30711,4798732.0
30712,4030322.75
30713,5947644.5
30714,7312603.0
30715,4140981.0
30716,9608689.0
30717,6166714.5
30718,8686499.0
30719,14317997.0
30720,6376754.5
30721,4623190.0
30722,7250155.5
30723,6352820.5
30724,12543117.0
30725,6211407.0
30726,10822850.0
30727,9595356.0
30728,12622508.0
30729,3439997.25
30730,5482901.5
30731,6054191.0
30732,4873729.5
30733,9526787.0
30734,6593854.0
30735,5514443.5
30736,5131509.0
30737,6490808.5
30738,6225432.0
30739,4230377.5
30740,7400721.0
30741,11212460.0
30742,4417078.0
30743,5168517.0
30744,10185799.0
30745,6605057.0
30746,5625142.5
30747,14588313.0
30748,18264196.0
30749,5103286.5
30750,6687697.0
30751,3282662.25
30752,8223725.5
30753,10347267.0
30754,5759621.0
30755,3893866.5
30756,6048068.0
30757,5229621.0
30758,9241044.0
30759,5338297.5
30760,3901460.5
30761,9204806.0
30762,6915297.0
30763,12760122.0
30764,5960881.0
30765,5815083.5
30766,3906497.75
30767,8429189.0
30768,4424498.0
30769,6985877.5
30770,5962854.0
30771,3181089.0
30772,7817927.0
30773,7805143.5
30774,5348371.5
30775,12670050.0
30776,5597631.0
30777,6094079.5
30778,8997770.0
30779,6339566.5
30780,7757783.0
30781,6627513.5
30782,5847873.0
30783,5162236.0
30784,3809887.5
30785,5048287.5
30786,4475060.5
30787,6272560.0
30788,5162305.0
30789,7334995.0
30790,6162828.5
30791,10233411.0
30792,6778051.5
30793,10744690.0
30794,13874594.0
30795,10321091.0
30796,10111970.0
30797,16150286.0
30798,2889324.0
30799,9734292.0
30800,12665943.0
30801,6257032.0
30802,19069544.0
30803,3347496.5
30804,3702695.25
30805,15408858.0
30806,6667109.0
30807,5749627.5
30808,11417262.0
30809,5194112.5
30810,10474950.0
30811,4381529.5
30812,5354725.5
30813,4906682.5
30814,2765858.25
30815,4112515.0
30816,8210865.5
30817,2046339.75
30818,7634414.5
30819,7396706.0
30820,5204143.0
30821,25577420.0
30822,8650018.0
30823,7233462.5
30824,3630621.5
30825,4925191.5
30826,10535482.0
30827,4982968.0
30828,5393178.5
30829,5135857.0
30830,9209231.0
30831,6166379.5
30832,5845626.0
30833,5101320.5
30834,4185716.0
30835,6969355.0
30836,6890544.5
30837,5492353.0
30838,3789670.75
30839,5952507.5
30840,11222944.0
30841,10791765.0
30842,7511733.0
30843,5344975.5
30844,6106023.0
30845,9855896.0
30846,4497243.5
30847,5533276.5
30848,8584119.0
30849,4679994.0
30850,4014702.0
30851,4903132.5
30852,7320592.5
30853,3720907.75
30854,5252874.0
30855,7611297.0
30856,8470496.0
30857,2416253.25
30858,4493106.5
30859,5719684.5
30860,5795623.0
30861,8386028.0
30862,5814490.0
30863,4934585.5
30864,5928435.5
30865,9895207.0
30866,6920245.0
30867,5941589.5
30868,9197329.0
30869,5418631.0
30870,3822020.5
30871,8756223.0
30872,4725767.5
30873,3922535.5
30874,5332379.5
30875,7150001.5
30876,5086494.0
30877,9429618.0
30878,5612084.5
30879,9739102.0
30880,6251848.5
30881,2033711.375
30882,10489485.0
30883,3375968.75
30884,5670326.5
30885,5182554.0
30886,7142225.5
30887,5391574.0
30888,4448950.0
30889,4905555.0
30890,7792745.0
30891,3955148.25
30892,4002453.5
30893,4517795.5
30894,5886492.5
30895,4470492.0
30896,6329182.0
30897,7873963.0
30898,7188563.0
30899,6514349.0
30900,3302009.75
30901,7033132.0
30902,2090407.0
30903,6735015.0
30904,8162545.5
30905,5635350.0
30906,6431728.5
30907,12960027.0
30908,4451199.5
30909,14675582.0
30910,7404985.0
30911,4812853.0
30912,6657077.0
30913,17118792.0
30914,6136484.0
30915,9015344.0
30916,5471858.5
30917,9591842.0
30918,6504627.5
30919,3974500.0
30920,4949106.0
30921,3805980.0
30922,6227653.0
30923,3444839.5
30924,4805143.5
30925,14467803.0
30926,6632369.0
