id,price_doc
30474,5101030.5403386615
30475,8362429.300093099
30476,6274865.5934722405
30477,6374278.885423122
30478,5145806.001251278
30479,8301814.835286815
30480,4388869.777561733
30481,4244979.494912335
30482,3648302.3912433535
30483,4299249.070136673
30484,6292763.4726224
30485,5133265.740435289
30486,3894729.6551973172
30487,4405266.696758978
30488,6749453.0129321385
30489,6041962.3329204675
30490,20737282.867432375
30491,17578781.236485537
30492,6312922.017151238
30493,16193020.894506019
30494,7142610.960984456
30495,10376620.009850558
30496,7664612.703133694
30497,8842908.190047346
30498,4568457.546658592
30499,5350618.853633571
30500,11425986.580831634
30501,6509609.5270821545
30502,3423639.6546559753
30503,6900897.548214232
30504,6269405.712799305
30505,11520167.447075801
30506,3009335.770838056
30507,5111559.627728362
30508,5555528.32081098
30509,7852779.761376629
30510,9312917.416569283
30511,6394212.131502738
30512,6881397.727696457
30513,4388869.777561733
30514,3934485.3717346764
30515,9188066.6410654
30516,6001771.579489216
30517,10295531.70916326
30518,7038201.416192744
30519,5273369.951654225
30520,6319180.400804415
30521,5703643.479884374
30522,8322617.873960435
30523,6290124.224460013
30524,9528884.836633788
30525,10332402.604220409
30526,5109029.92984814
30527,5646970.788126888
30528,5858369.851396562
30529,6341372.751527507
30530,6889704.521161837
30531,11782394.987722343
30532,4910008.45698666
30533,10288178.671244223
30534,7150830.082780872
30535,9526441.040034236
30536,6090688.1985980915
30537,11939227.743383126
30538,5011300.333297181
30539,9285842.19869531
30540,9545874.259825338
30541,6625814.429551453
30542,2445499.696024157
30543,5809884.041208037
30544,7449322.689196799
30545,7586917.489867482
30546,4234835.137187983
30547,8817709.265683891
30548,4865470.96194124
30549,5332631.984212205
30550,11844516.315990763
30551,5289494.15296568
30552,1981836.477919078
30553,6929592.473707771
30554,11442496.073899586
30555,6149019.67182595
30556,8322689.820635429
30557,8455249.65207147
30558,8080733.14302296
30559,7123936.1481642565
30560,5842480.946806194
30561,6655198.6683432
30562,10556047.480433214
30563,4334198.105589237
30564,6419254.497795936
30565,7258443.8345438
30566,7237614.733849289
30567,2447552.0642949296
30568,9756670.108658135
30569,8086437.931200613
30570,6277649.547381152
30571,6489394.547895603
30572,5105400.426754995
30573,6287655.679798538
30574,6082371.674752867
30575,6886006.843621587
30576,4347294.652162281
30577,4891258.329732474
30578,3002814.2633957244
30579,6701651.63485485
30580,5626618.843477257
30581,4676965.277795585
30582,8928398.025600253
30583,7063215.5913531445
30584,4567806.990331005
30585,3510279.9614757732
30586,8617462.559128037
30587,5866511.681167383
30588,7111283.822933244
30589,7880249.832815615
30590,12277817.240770115
30591,5231968.758599193
30592,7512794.375193154
30593,7748131.377675549
30594,6263732.343057469
30595,5424746.625485401
30596,7162933.818007919
30597,6244607.100596891
30598,9542896.319692183
30599,11040199.629326405
30600,5868241.388490668
30601,6116308.772686018
30602,2439631.442022429
30603,12486648.598768886
30604,4574867.5647257855
30605,6249884.404856529
30606,16912339.791936714
30607,7007721.294148783
30608,7794741.462254351
30609,5841526.912986464
30610,3328080.0648487546
30611,5447885.759109567
30612,7485905.9429398915
30613,7934220.949220373
30614,17553155.523118526
30615,7738889.086596528
30616,5447885.759109567
30617,8428330.611359691
30618,4599468.682595972
30619,4302830.468496075
30620,2809913.5979258684
30621,8469260.578637624
30622,9456799.456591962
30623,6048386.008796467
30624,6866251.992629366
30625,7773844.361844718
30626,7026500.677866118
30627,7985104.022321572
30628,6293051.601046506
30629,5123135.7271835245
30630,4616210.6152163865
30631,6500182.102469628
30632,4141378.881156402
30633,5817816.9948024405
30634,11339150.985861061
30635,9321592.562804874
30636,5156029.696550912
30637,9321592.562804874
30638,6940197.49635236
30639,7172827.86685711
30640,4808698.803122333
30641,8478146.437125929
30642,5951816.133770188
30643,7701633.576124688
30644,9523960.42226706
30645,7148422.786703777
30646,5271497.475127656
30647,4926075.24660643
30648,20280454.574338365
30649,2641187.104750018
30650,5076910.397231157
30651,3005045.9469959526
30652,4808698.803122333
30653,6531805.186175133
30654,4822192.427593008
30655,10802411.996330645
30656,4243413.584876882
30657,5995515.780207183
30658,8283511.0236063115
30659,5269986.275664694
30660,7963736.124988671
30661,5967386.296485656
30662,8402371.376225146
30663,11606729.093845855
30664,10172202.742661476
30665,6071497.116312687
30666,2643073.5684035113
30667,4175707.7728919266
30668,8824692.851775222
30669,4042402.1897385637
30670,2772889.723509111
30671,8951974.208637808
30672,10969390.44290079
30673,11331969.348974295
30674,9819987.358536795
30675,2410975.6584041365
30676,7037415.279898398
30677,5134534.081722674
30678,18657061.912011504
30679,5525702.236358746
30680,5618428.893436209
30681,2376972.494650068
30682,5822141.820945971
30683,9582076.495529672
30684,5388451.22629623
30685,8042037.9859096175
30686,9093705.060950104
30687,5133265.740435289
30688,5131500.006824063
30689,13499782.896791471
30690,21670247.667997655
30691,4973660.821296112
30692,6888943.226036302
30693,9548513.709666012
30694,5508993.677965064
30695,6347156.336002545
30696,7240221.278722284
30697,10722323.888392413
30698,8337525.998758622
30699,5233299.178191477
30700,5102723.328550023
30701,9419096.776955664
30702,6391482.0911665885
30703,3930392.07581889
30704,10485214.93296559
30705,6464185.266452237
30706,17950919.137319632
30707,3774600.4978431826
30708,13902155.239448179
30709,5427790.269478914
30710,7322136.510083303
30711,4843566.871415263
30712,4266054.643097712
30713,5514636.900077774
30714,7024468.107109254
30715,3938309.262117148
30716,9572317.732351594
30717,7062371.237872291
30718,12268186.246775907
30719,13404967.192787686
30720,7087985.807996594
30721,2573051.086445304
30722,7086804.825197018
30723,6303922.609110088
30724,11804174.841728376
30725,5881964.239561142
30726,11907302.607665678
30727,9190080.715270683
30728,11959957.163458418
30729,3697155.0758445514
30730,6186423.258632238
30731,6126132.422576564
30732,5431636.458370486
30733,11198492.099532535
30734,6231331.376820868
30735,5725670.24746107
30736,5977778.55732665
30737,7059384.041218141
30738,6236864.537954745
30739,4215747.41844424
30740,7058487.819211145
30741,11510649.337303866
30742,4377930.374737038
30743,5105400.426754995
30744,9563926.860067949
30745,6885620.72830514
30746,5719108.694712858
30747,14975394.508434188
30748,16301939.162037455
30749,5823534.210316996
30750,6466577.40422977
30751,4336319.86069368
30752,6373366.084325531
30753,9218530.416298298
30754,5889143.584160919
30755,4780286.9739916185
30756,6276480.781571893
30757,5812967.2063555075
30758,8657151.859814364
30759,6850214.121365549
30760,4780286.9739916185
30761,9853645.70563681
30762,6733851.532063321
30763,10552507.827714149
30764,6072310.880207789
30765,5226082.542628191
30766,3867235.901458474
30767,9829371.628268793
30768,5254180.292568887
30769,6347440.452586386
30770,6072310.880207789
30771,3372219.58957221
30772,7974935.929167178
30773,8457480.668980798
30774,5515828.8914068565
30775,9725527.59687211
30776,6144047.554303888
30777,6072310.880207789
30778,9667425.672986215
30779,5688698.409072747
30780,7065989.8751924485
30781,6253126.671077012
30782,4971883.43113398
30783,5702462.21058882
30784,3764365.1256696894
30785,5615418.468282795
30786,4384997.056617879
30787,6129889.811252669
30788,6031964.879474949
30789,6923282.43912183
30790,7065248.301599998
30791,9749523.735838527
30792,6239854.675059523
30793,11812545.798287714
30794,15366506.997287078
30795,9345292.56075594
30796,9199316.017028209
30797,12577867.58324774
30798,3198603.9610564886
30799,10951385.0323626
30800,13273868.513222508
30801,6131219.647170436
30802,16728454.840066373
30803,3510390.6372028943
30804,3754715.035858611
30805,12778157.200739333
30806,6209444.313917241
30807,6140162.299422278
30808,8570632.121034857
30809,4997085.913110496
30810,11962568.529343266
30811,4215854.903600878
30812,5526987.582164188
30813,5374178.093553242
30814,3017616.339721754
30815,4374176.182041695
30816,7951428.510624605
30817,2445231.0053316564
30818,7553256.52846163
30819,8605468.781022202
30820,5395306.96886836
30821,17096113.7335751
30822,7286356.2001914205
30823,6372662.489682816
30824,4066064.9933520094
30825,4722430.174615836
30826,9892968.105026606
30827,5617530.277675056
30828,5805597.235900568
30829,5660306.326624917
30830,8782974.830700945
30831,5447178.322766315
30832,5458927.153860694
30833,5754617.046745554
30834,4255012.545422546
30835,8000419.059162489
30836,6739854.132833237
30837,5907717.850449261
30838,4786788.680611328
30839,5815738.050214713
30840,9837101.838431159
30841,9144648.476273187
30842,6891984.477427492
30843,4888098.693792018
30844,6337977.685899521
30845,8140328.728180618
30846,4360358.366631226
30847,5788049.681033534
30848,8366765.359362016
30849,4442418.067572176
30850,4266854.191627107
30851,3722930.1070482787
30852,7254564.84729828
30853,3760664.578159979
30854,6198284.680540305
30855,6775127.696501664
30856,7715935.887975739
30857,2426447.224450881
30858,4360358.366631226
30859,5978285.047830611
30860,5538005.917505247
30861,8270594.211414864
30862,6860752.142093605
30863,5333168.811630926
30864,5776558.948758146
30865,9534123.852617357
30866,7201566.146171095
30867,4847026.007259001
30868,7944660.304364649
